1,BCRP,MDR1,MRP1,MRP2,MRP3,MRP4,MRP5,MRP6,MRP7,MRP8,MRP9,SMILES
KYBELLA; DEOXYCHOLIC ACID,-5.8,-7.4,-5.7,-6.0,-4.9,-6.2,-13.3,-3.5,-5.9,-3.7,-8.1,C[C@H](CCC(=O)[O-])[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C
KYPROLIS; CARFILZOMIB,-7.4,-7.7,-9.0,-7.9,-8.0,-8.3,-8.0,-6.0,-3.5,-7.2,-3.3,CC(C)C[C@H](NC(=O)[C@H](CCc1ccccc1)NC(=O)CN1CCOCC1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]1(C)CO1
LABETALOL HYDROCHLORIDE; LABETALOL HYDROCHLORIDE,-9.7,-6.4,-6.0,-7.0,-7.5,-8.6,-9.2,-6.8,-6.4,-8.0,-8.5,C[C@@H](CCc1ccccc1)[NH2+]C[C@@H](O)c1ccc([O-])c(C(N)=O)c1
LACOSAMIDE; LACOSAMIDE,-6.7,-5.7,-5.5,-4.4,-4.6,-4.4,-5.3,-5.1,-4.7,-4.1,-6.1,COC[C@@H](NC(C)=O)C(=O)NCc1ccccc1
LAMICTAL CD; LAMOTRIGINE,-7.8,-5.7,-5.0,-3.4,-5.5,-5.6,-5.2,-3.7,-4.1,-4.4,-5.9,Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1
LAMISIL AT; TERBINAFINE,-7.6,-8.4,-5.3,-5.3,-5.2,-6.5,-4.2,-5.3,-5.6,-6.2,-4.9,CN(C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12
LAMIVUDINE AND STAVUDINE; STAVUDINE,-7.1,-6.1,-4.9,-5.3,-4.4,-5.4,-5.8,-4.8,-5.4,-5.8,-5.0,Cc1cn([C@H]2C=C[C@@H](CO)O2)c(=O)[nH]c1=O
LAMPRENE; CLOFAZIMINE,-6.3,-7.0,-5.0,-5.6,-5.1,-8.1,-7.7,-3.5,-4.7,-4.0,-4.1,CC(C)/[NH+]=c1/cc2n(-c3ccc(Cl)cc3)c3ccccc3nc-2cc1Nc1ccc(Cl)cc1
"LANSOPRAZOLE, AMOXICILLIN AND CLARITHROMYCIN; LANSOPRAZOLE",-7.1,-9.9,-7.7,-5.5,-5.3,-6.7,-6.8,-6.5,-6.4,-5.2,-7.0,Cc1c(OCC(F)(F)F)cc[nH+]c1C[S@](=O)C1N=c2ccccc2=N1
LANTRISUL; SULFADIAZINE,-6.4,-6.2,-4.1,-5.0,-5.0,-5.4,-6.5,-5.2,-5.2,-5.1,-4.7,Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1
LAPATINIB; LAPATINIB,-11.7,-10.4,-7.9,-7.3,-8.0,-7.7,-5.4,-6.4,-7.8,-6.1,-10.8,CS(=O)(=O)CC[NH2+]Cc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1
LARIAM; MEFLOQUINE HYDROCHLORIDE,-7.8,-8.0,-6.1,-5.1,-6.8,-7.0,-6.6,-6.3,-4.5,-1.2,-8.0,O[C@@H](c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)[C@H]1CCCC[NH2+]1
LATANOPROST; LATANOPROST,-11.1,-10.2,-7.2,-7.5,-8.4,-6.6,-8.8,-6.0,-8.2,-8.1,-6.6,CC(C)OC(=O)CCC/C=C\C[C@@H]1[C@@H](CC[C@@H](O)CCc2ccccc2)[C@H](O)C[C@@H]1O
LATUDA; LURASIDONE HYDROCHLORIDE,-5.0,-8.4,-4.4,-5.2,-6.9,-8.5,-6.0,-2.0,-2.8,-2.2,-4.1,O=C1[C@@H]2[C@H]3CC[C@H](C3)[C@@H]2C(=O)N1C[C@@H]1CCCC[C@H]1C[NH+]1CCN(c2nsc3ccccc23)CC1
LETAIRIS; AMBRISENTAN,-5.5,-7.6,-6.3,-7.7,-5.2,-6.7,-10.9,-4.0,-4.1,-6.6,-6.3,COC(c1ccccc1)(c1ccccc1)[C@H](Oc1nc(C)cc(C)n1)C(=O)[O-]
LEUKERAN; CHLORAMBUCIL,-7.0,-6.8,-6.8,-7.1,-5.3,-7.6,-9.9,-3.8,-4.7,-7.2,-7.6,O=C([O-])CCCc1ccc(N(CCCl)CCCl)cc1
LEVITRA; VARDENAFIL HYDROCHLORIDE,-10.3,-7.3,-7.7,-7.4,-7.2,-6.2,-8.5,-6.6,-5.9,-6.4,-7.1,CCCc1nc(C)c2c(=O)nc(-c3cc(S(=O)(=O)N4CCN(CC)CC4)ccc3OCC)[nH]n12
LEVO-DROMORAN; LEVORPHANOL TARTRATE,-2.8,-4.8,-5.5,-3.3,-5.5,-4.6,-4.8,-4.1,-6.6,-5.1,-5.3,C[N@H+]1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13
LEVOPHED; NOREPINEPHRINE BITARTRATE,-7.7,-7.9,-6.3,-6.9,-5.8,-7.5,-10.2,-6.5,-6.3,-5.4,-5.6,CC[C@H](C)[C@H]([NH3+])C(=O)N[C@@H](CC(C)C)C(=O)N1CCC[C@H]1C(=O)[O-]
LEVOPROME; LEVOMEPROMAZINE,-5.8,-7.5,-5.2,-4.1,-3.9,-5.4,-5.5,-4.5,-3.3,-5.5,-5.8,COc1ccc2c(c1)N(C[C@H](C)C[NH+](C)C)c1ccccc1S2
LEVULAN; AMINOLEVULINIC ACID HYDROCHLORIDE,-3.2,-3.3,-3.6,-6.3,-3.5,-5.2,-3.5,-3.8,-3.3,-4.7,-5.6,NCC(=O)CCC(=O)[O-]
LEXISCAN; REGADENOSON,-9.2,-7.7,-6.5,-9.8,-7.0,-7.2,-7.0,-6.6,-6.7,-7.0,-7.5,CNC(=O)c1cnn(-c2nc(N)c3ncn([C@@H]4O[C@H](CO)[C@@H](O)[C@H]4O)c3n2)c1
LINCOCIN; LINCOMYCIN HYDROCHLORIDE,-7.3,-7.8,-6.9,-6.5,-7.1,-5.8,-6.3,-8.0,-6.2,-4.5,-6.9,CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@@H](C)O)[N@@H+](C)C1
LINEZOLID IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER; LINEZOLID,-8.6,-7.4,-5.6,-3.9,-5.0,-5.4,-6.3,-5.6,-5.2,-5.3,-6.6,CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1
LIQUAMAR; PHENPROCOUMON,-8.2,-7.8,-7.3,-5.3,-5.7,-6.7,-6.7,-5.3,-4.4,-6.9,-6.3,CC[C@@H](c1ccccc1)c1c([O-])c2ccccc2oc1=O
LISINOPRIL AND HYDROCHLOROTHIAZIDE; LISINOPRIL,-8.5,-7.4,-5.4,-5.4,-7.7,-8.1,-13.8,-7.2,-4.9,-6.4,-11.6,[NH3+]CCCC[C@H](N[C@@H](CCc1ccccc1)C(=O)[O-])C(=O)N1CCC[C@H]1C(=O)[O-]
LITHOSTAT; ACETOHYDROXAMIC ACID,-3.7,-3.4,-3.8,-2.4,-3.7,-3.1,-3.7,-3.4,-2.9,-3.2,-3.0,CC(=O)NO
LIVALO; PITAVASTATIN CALCIUM,-10.6,-11.9,-9.3,-8.3,-6.5,-10.6,-9.2,-7.0,-6.8,-10.6,-9.9,O=C([O-])C[C@H](O)C[C@H](O)/C=C/c1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1
LONITEN; MINOXIDIL,-7.3,-5.3,-5.6,-7.0,-5.8,-4.5,-4.7,-4.1,-3.5,-5.9,-5.4,Nc1cc(N2CCCCC2)nc(N)[n+]1[O-]
LONSURF; TRIFLURIDINE,-8.9,-7.6,-9.1,-5.7,-6.4,-5.5,-8.1,-6.7,-5.8,-7.3,-6.9,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1C(F)(F)F
LORELCO; PROBUCOL,-9.9,-10.2,-5.5,-4.0,-6.8,-6.8,-5.9,-3.8,-3.5,-5.4,-1.8,CC(C)(Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1
LORFAN; LEVALLORPHAN TARTRATE,-3.4,-4.8,-3.9,-4.0,-5.5,-5.1,-5.3,-4.6,-6.6,-3.5,-5.9,C=CC[N@H+]1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13
LOTRIMIN ULTRA; BUTENAFINE HYDROCHLORIDE,-7.0,-8.5,-5.1,-4.5,-6.4,-4.5,-7.0,-4.4,-5.0,-4.7,-5.9,CN(Cc1ccc(C(C)(C)C)cc1)Cc1cccc2ccccc12
LUDIOMIL; MAPROTILINE HYDROCHLORIDE,-3.9,-6.9,-5.5,-4.7,-5.1,-6.5,-7.0,-4.8,-5.5,-6.0,-5.7,C[NH2+]CCC[C@]12CC[C@H](c3ccccc31)c1ccccc12
LYRICA; PREGABALIN,-4.5,-4.4,-3.5,-5.0,-5.0,-5.6,-5.0,-4.8,-2.6,-4.6,-5.4,CC(C)C[C@H](C[NH3+])CC(=O)[O-]
MAFENIDE ACETATE; MAFENIDE ACETATE,-5.1,-5.6,-5.6,-3.3,-4.5,-4.2,-6.1,-4.3,-5.4,-4.7,-5.5,NS(=O)(=O)c1ccc(C[NH3+])cc1
MAGNESIUM HYDROXIDE AND OMEPRAZOLE AND SODIUM BICARBONATE; OMEPRAZOLE,-7.6,-8.7,-6.0,-5.4,-6.0,-6.3,-6.8,-5.7,-4.8,-4.9,-6.8,COc1ccc2nc([S@@](=O)Cc3[nH+]cc(C)c(OC)c3C)[nH]c2c1
MALATHION; MALATHION,-5.6,-5.4,-5.7,-5.3,-5.0,-3.1,-4.7,-4.3,-3.8,-4.4,-4.0,CCOC(=O)C[C@H](SP(=S)(OC)OC)C(=O)OCC
MARAVIROC; MARAVIROC,-7.6,-7.4,-5.5,-6.4,-3.3,-8.3,-4.3,-4.8,-4.9,-4.4,-5.8,Cc1nnc(C(C)C)n1[C@@H]1C[C@H]2CC[C@@H](C1)[N@H+]2CC[C@H](NC(=O)C1CCC(F)(F)CC1)c1ccccc1
MARQIBO KIT; VINCRISTINE SULFATE,0.0,-3.9,-5.1,-7.2,-2.9,0.0,-5.6,-4.0,-6.4,-6.0,-9.5,CC[C@]1(O)C[C@@H]2C[N@@H+](CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C=O)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CC[N@@H+]6CC[C@]43[C@@H]65)C2)C1
MAVIK; TRANDOLAPRIL,-6.9,-8.1,-5.3,-6.4,-6.5,-6.4,-12.8,-6.4,-4.7,-4.1,-10.1,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)[O-])C[C@H]2CCCC[C@@H]21
MAXALT-MLT; RIZATRIPTAN BENZOATE,-6.5,-5.1,-5.2,-5.1,-5.2,-4.9,-3.3,-3.6,-3.6,-5.1,-2.5,C[NH+](C)CCc1c[nH]c2ccc(Cn3cncn3)cc12
MAXAQUIN; LOMEFLOXACIN HYDROCHLORIDE,-9.0,-7.3,-5.1,-5.8,-6.5,-9.3,-7.7,-4.7,-5.3,-5.5,-6.0,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CC[NH2+][C@H](C)C3)c(F)c21
MAZANOR; MAZINDOL,-6.1,-7.9,-5.1,-4.7,-5.6,-6.3,-6.4,-5.4,-4.2,-5.9,-6.6,O[C@]1(c2ccc(Cl)cc2)c2ccccc2C2=[NH+]CCN21
MEBENDAZOLE; MEBENDAZOLE,-8.0,-9.1,-5.7,-6.1,-7.2,-7.1,-8.4,-4.8,-5.0,-6.1,-6.9,COC(=O)/N=c1\[nH]c2ccc(C(=O)c3ccccc3)cc2[nH]1
MECLAN; MECLOCYCLINE SULFOSALICYLATE,-6.2,-5.1,-4.3,-4.6,-4.7,-6.7,-6.9,-3.9,-3.7,-4.8,-6.7,O=C([O-])c1cc(S(=O)(=O)[O-])ccc1O
MECLODIUM; MECLOFENAMATE SODIUM,-7.1,-6.3,-6.5,-5.4,-6.4,-7.6,-7.0,-4.0,-4.5,-5.4,-6.4,Cc1ccc(Cl)c(Nc2ccccc2C(=O)[O-])c1Cl
MEFENAMIC ACID; MEFENAMIC ACID,-7.4,-6.7,-6.0,-4.6,-5.8,-6.7,-8.7,-4.2,-4.7,-5.1,-7.2,Cc1cccc(Nc2ccccc2C(=O)[O-])c1C
MELLARIL-S; THIORIDAZINE,-7.4,-7.4,-5.6,-4.2,-5.4,-5.8,-6.2,-3.7,-5.0,-5.9,-6.7,CSc1ccc2c(c1)N(CC[C@@H]1CCCC[N@@H+]1C)c1ccccc1S2
MELOXICAM; MELOXICAM,-6.4,-6.7,-5.8,-6.4,-6.0,-6.6,-9.7,-4.8,-3.9,-5.3,-4.1,Cc1cnc([N-]C(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1
MEMANTINE; MEMANTINE,0.7,-6.2,-4.3,0.0,-4.0,-3.8,-4.2,-3.6,-4.4,-3.1,-2.9,C[C@]12C[C@@H]3C[C@](C)(C1)C[C@@]([NH3+])(C3)C2
MEMBRANEBLUE; TRYPAN BLUE,-6.6,-9.9,-5.1,-7.3,-1.3,-3.8,-6.8,-4.6,-2.0,-4.6,-5.2,Cc1cc(-c2ccc(/N=N/c3c(S(=O)(=O)[O-])cc4cc(S(=O)(=O)[O-])cc(N)c4c3O)c(C)c2)ccc1/N=N/c1c(S(=O)(=O)[O-])cc2cc(S(=O)(=O)[O-])cc(N)c2c1O
MENADIONE; MENADIONE,-7.5,-5.8,-4.6,-2.9,-5.1,-4.8,-4.5,-4.3,-4.2,-4.6,-4.3,CC1=CC(=O)c2ccccc2C1=O
MEPERGAN; PROMETHAZINE HYDROCHLORIDE,-5.5,-5.8,-4.8,-3.8,-3.5,-4.5,-5.5,-4.5,-4.0,-2.3,-5.7,C[C@@H](CN1c2ccccc2Sc2ccccc21)[NH+](C)C
MERCAPTOPURINE; MERCAPTOPURINE,-4.7,-4.7,-3.8,-3.1,-4.8,-4.6,-5.9,-3.3,-3.7,-3.5,-3.9,S=c1[nH]cnc2nc[nH]c12
MERIDIA; SIBUTRAMINE HYDROCHLORIDE,-3.4,-6.2,-4.2,-3.3,-3.3,-5.6,-5.2,-3.4,-5.0,-5.3,-2.8,CC(C)C[C@@H]([NH+](C)C)C1(c2ccc(Cl)cc2)CCC1
MESANTOIN; MEPHENYTOIN,-3.3,-5.9,-4.5,-3.8,-4.7,-5.4,-5.5,-2.7,-4.6,-4.5,-5.1,CC[C@@]1(c2ccccc2)NC(=O)N(C)C1=O
MESTINON; PYRIDOSTIGMINE BROMIDE,-2.9,-3.4,-3.4,-3.7,-3.4,-2.8,-3.7,-3.1,-3.7,-3.5,-2.9,CN(C)C(=O)Oc1ccc[n+](C)c1
METAHYDRIN; TRICHLORMETHIAZIDE,-6.3,-6.8,-4.9,-4.4,-4.6,-5.3,-6.0,-4.8,-5.0,-5.4,-5.5,NS(=O)(=O)c1cc2c(cc1Cl)N[C@@H](C(Cl)Cl)NS2(=O)=O
METFORMIN HYDROCHLORIDE; REPAGLINIDE; REPAGLINIDE,-7.5,-10.0,-6.4,-5.8,-6.6,-8.7,-12.9,-4.6,-5.0,-5.9,-8.9,CCOc1cc(CC(=O)N[C@@H](CC(C)C)c2ccccc2N2CCCCC2)ccc1C(=O)[O-]
METHAZOLAMIDE; METHAZOLAMIDE,-4.1,-5.3,-5.2,-5.7,-5.0,-5.3,-5.6,-4.8,-4.5,-5.1,-4.2,CC(=O)/N=c1\sc(S(N)(=O)=O)nn1C
METHDILAZINE HYDROCHLORIDE; METHDILAZINE HYDROCHLORIDE,-8.7,-6.9,-5.7,-4.3,-5.4,-5.6,-5.7,-4.4,-4.4,-5.5,-5.4,C[N@@H+]1CC[C@H](CN2c3ccccc3Sc3ccccc32)C1
METHERGINE; METHYLERGONOVINE MALEATE,-7.9,-7.9,-6.1,-6.2,-6.3,-6.7,-7.0,-4.1,-6.4,-6.2,-6.4,CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1
METHIMAZOLE; METHIMAZOLE,-3.1,-3.4,-3.0,-2.9,-4.2,-3.3,-4.4,-2.6,-2.8,-2.4,-2.7,Cn1cc[nH]c1=S
METHSCOPOLAMINE BROMIDE; METHSCOPOLAMINE BROMIDE,-8.1,-8.6,-6.3,-5.7,-6.6,-6.9,-4.4,-5.7,-5.1,-5.6,-6.0,C[N+]1(C)[C@@H]2C[C@H](OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12
METOPIRONE; METYRAPONE,-5.2,-7.8,-4.5,-4.2,-5.0,-4.1,-5.3,-3.3,-3.7,-5.5,-4.6,CC(C)(C(=O)c1cccnc1)c1cccnc1
MEXILETINE HYDROCHLORIDE; MEXILETINE HYDROCHLORIDE,-4.9,-4.6,-4.5,-3.2,-4.1,-5.7,-4.8,-4.3,-4.4,-4.3,-5.5,Cc1cccc(C)c1OC[C@@H](C)[NH3+]
MICARDIS HCT; TELMISARTAN,-9.5,-8.8,-6.5,-9.0,-7.3,-10.2,-10.0,-4.5,-6.1,-9.6,-9.1,CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)[O-])cc1
MICONAZOLE 3 COMBINATION PACK; MICONAZOLE NITRATE,-9.5,-9.0,-6.1,-5.4,-5.8,-7.2,-8.1,-5.8,-6.6,-7.1,-7.8,Clc1ccc(CO[C@@H](Cn2cc[nH+]c2)c2ccc(Cl)cc2Cl)c(Cl)c1
MICROSUL; SULFAMETHIZOLE,-5.3,-5.0,-4.8,-5.0,-4.2,-4.0,-5.6,-3.9,-5.2,-4.0,-3.9,Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1
MIDAZOLAM HYDROCHLORIDE; MIDAZOLAM HYDROCHLORIDE,-6.9,-8.2,-5.8,-5.1,-5.8,-5.4,-6.8,-4.0,-4.3,-4.7,-6.1,Cc1[nH+]cc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2
MILRINONE LACTATE IN DEXTROSE 5% IN PLASTIC CONTAINER; MILRINONE LACTATE,-7.4,-5.9,-4.5,-4.3,-5.4,-4.2,-6.1,-4.1,-4.5,-5.5,-5.3,Cc1[nH]c(=O)c(C#N)cc1-c1ccncc1
MINIPRESS; PRAZOSIN HYDROCHLORIDE,-8.8,-7.5,-5.4,-5.2,-6.3,-6.6,-6.3,-3.6,-4.3,-6.1,-5.4,COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC
MINTEZOL; THIABENDAZOLE,-5.9,-6.7,-4.6,-3.4,-4.1,-4.9,-5.6,-3.6,-4.1,-4.4,-5.0,c1ccc2[nH]c(-c3cscn3)nc2c1
MIOCHOL; ACETYLCHOLINE CHLORIDE,-2.6,-3.1,-2.8,-2.4,-3.2,-2.2,-3.0,-3.0,-2.6,-2.7,-2.1,CC(=O)OCC[N+](C)(C)C
MIRADON; ANISINDIONE,-7.9,-7.3,-6.7,-5.4,-4.3,-5.1,-6.0,-5.5,-4.6,-5.8,-6.7,COc1ccc(C2=C([O-])c3ccccc3C2=O)cc1
MIRAPEX ER; PRAMIPEXOLE DIHYDROCHLORIDE,-3.2,-2.8,-3.5,-0.4,-4.0,-1.8,-5.2,-3.0,-1.8,-3.6,-2.4,CCC[NH2+][C@H]1CCc2nc(N)sc2C1
MIRTAZAPINE; MIRTAZAPINE,-5.9,-7.7,-5.0,-3.8,-5.0,-5.6,-4.9,-4.1,-4.7,-4.6,-6.0,C[N@H+]1CCN2c3ncccc3Cc3ccccc3[C@H]2C1
MITOMYCIN; MITOMYCIN,-6.6,-6.4,-5.4,-4.7,-5.6,-5.3,-4.7,-5.2,-5.3,-3.7,-5.4,CO[C@@]12[C@H](COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1C[C@@H]1[NH2+][C@@H]12
MOBAN; MOLINDONE HYDROCHLORIDE,-6.8,-8.0,-5.0,-4.6,-5.3,-6.3,-5.5,-4.9,-4.5,-3.4,-5.6,CCc1c(C)[nH]c2c1C(=O)[C@@H](CN1CCOCC1)CC2
MODAFINIL; MODAFINIL,-7.8,-8.1,-6.3,-5.0,-6.5,-5.6,-7.0,-4.6,-6.0,-5.6,-7.0,NC(=O)C[S@@](=O)C(c1ccccc1)c1ccccc1
MOEXIPRIL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE; MOEXIPRIL HYDROCHLORIDE,-6.5,-8.1,-7.6,-6.6,-7.6,-9.5,-10.1,-4.6,-4.3,-6.7,-7.9,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2cc(OC)c(OC)cc2C[C@H]1C(=O)[O-]
MONUROL; FOSFOMYCIN TROMETHAMINE,-4.9,-5.3,-3.4,-6.0,-3.4,-5.7,-6.6,-5.6,-3.3,-5.6,-3.8,C[C@@H]1O[C@@H]1P(=O)([O-])[O-]
MOXIFLOXACIN; MOXIFLOXACIN,-6.3,-5.6,-5.3,-4.4,-5.6,-7.6,-6.2,-4.0,-3.5,-4.7,-4.0,COc1c(N2C[C@H]3CCC[NH2+][C@@H]3C2)c(F)cc2c1N(C1CC1)C[C@@H](C(=O)[O-])C2=O
MOZOBIL; PLERIXAFOR,-7.2,-7.0,-3.9,-5.1,-4.0,-4.8,-5.5,-5.0,-3.7,-6.3,-4.1,c1cc(C[N@@H+]2CCC[NH2+]CC[NH2+]CCCNCC2)ccc1CN1CCC[NH2+]CCNCCC[NH2+]CC1
MULTAQ; DRONEDARONE HYDROCHLORIDE,-8.4,-7.0,-6.0,-6.0,-5.6,-8.9,-7.7,-4.4,-4.5,-6.9,-4.6,CCCCc1oc2ccc(NS(C)(=O)=O)cc2c1C(=O)c1ccc(OCCC[NH+](CCCC)CCCC)cc1
MYCOPHENOLIC ACID; MYCOPHENOLIC ACID,-8.6,-7.5,-6.3,-8.3,-7.6,-8.5,-10.3,-6.1,-5.2,-8.9,-8.3,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)[O-])C(=O)OC2
MYDRIACYL; TROPICAMIDE,-5.5,-7.9,-6.7,-5.9,-6.2,-6.4,-5.8,-5.4,-5.6,-5.8,-6.1,CCN(Cc1ccncc1)C(=O)[C@@H](CO)c1ccccc1
MYLAXEN; HEXAFLUORENIUM BROMIDE,-6.6,-7.7,-7.0,-5.5,-5.3,-6.2,-3.6,-5.2,-5.7,-4.1,-7.2,C[N+](C)(CCCCCC[N+](C)(C)C1c2ccccc2-c2ccccc21)C1c2ccccc2-c2ccccc21
MYTELASE; AMBENONIUM CHLORIDE,-2.8,-6.7,-6.4,-5.7,-7.0,-3.7,-4.5,-5.0,-5.0,-3.6,-8.0,CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)Cc1ccccc1Cl)Cc1ccccc1Cl
NABUMETONE; NABUMETONE,-8.1,-6.4,-5.7,-3.8,-5.7,-5.1,-5.5,-4.1,-4.6,-4.5,-5.7,COc1ccc2cc(CCC(C)=O)ccc2c1
NAFTIN; NAFTIFINE HYDROCHLORIDE,-8.7,-8.2,-5.7,-4.6,-6.9,-7.8,-6.9,-6.2,-4.5,-5.7,-4.2,CN(C/C=C/c1ccccc1)Cc1cccc2ccccc12
NALBUPHINE HYDROCHLORIDE; NALBUPHINE HYDROCHLORIDE,-4.5,-6.0,-5.3,-5.7,-6.9,-5.5,-5.8,-6.4,-6.5,-4.3,-7.0,Oc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@@]4(O)[C@@H](C2)[N@@H+](CC2CCC2)CC[C@]314
NALIDIXIC ACID; NALIDIXIC ACID,-7.8,-7.6,-6.7,-3.1,-5.2,-4.3,-8.1,-3.4,-4.2,-4.3,-6.0,CCn1cc(C(=O)[O-])c(=O)c2ccc(C)nc21
NAPHAZOLINE HYDROCHLORIDE AND PHENIRAMINE MALEATE; PHENIRAMINE MALEATE,-4.1,-6.8,-4.0,-2.8,-5.8,-4.5,-5.5,-4.4,-4.6,-4.4,-4.3,C[NH+](C)CC[C@@H](c1ccccc1)c1ccccn1
NARDIL; PHENELZINE SULFATE,-5.2,-4.8,-4.2,-3.1,-4.5,-4.1,-5.7,-4.7,-4.0,-5.5,-5.5,NNCCc1ccccc1
NATEGLINIDE; NATEGLINIDE,-8.1,-5.5,-6.6,-7.2,-5.7,-6.4,-5.7,-3.9,-4.8,-4.9,-8.3,CC(C)[C@H]1CC[C@H](C(=O)N[C@H](Cc2ccccc2)C(=O)[O-])CC1
NAVANE; THIOTHIXENE,-9.0,-7.1,-5.8,-5.0,-6.0,-6.5,-8.2,-4.1,-6.1,-6.4,-6.4,CN1CCN(CC/C=C2/c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1
NEBUPENT; PENTAMIDINE ISETHIONATE,-7.7,-9.1,-5.4,-4.7,-5.3,-7.0,-7.1,-4.7,-3.1,-4.6,-6.5,NC(=[NH2+])c1ccc(OCCCCCOc2ccc(C(N)=[NH2+])cc2)cc1
NEFAZODONE HYDROCHLORIDE; NEFAZODONE HYDROCHLORIDE,-9.2,-7.4,-6.9,-5.8,-3.0,-7.0,-7.4,-4.9,-5.9,-6.6,-6.3,CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1
NEMBUTAL; PENTOBARBITAL,-5.1,-5.9,-5.1,-3.0,-4.6,-8.1,-7.5,-4.7,-4.5,-7.2,-4.9,CCC[C@@H](C)C1(CC)C(=O)NC(=O)NC1=O
NEUPRO; ROTIGOTINE,-9.4,-5.9,-2.6,-3.6,-5.1,-5.2,-5.8,-3.7,-5.2,-6.2,-6.5,CCCN(CCc1cccs1)[C@H]1CCc2c(O)cccc2C1
NEUTREXIN; TRIMETREXATE GLUCURONATE,-8.2,-6.1,-6.8,-4.7,-5.4,-5.4,-9.8,-4.1,-4.1,-6.4,-4.8,COc1cc(NCc2ccc3[nH+]c(N)nc(N)c3c2C)cc(OC)c1OC
NEXAVAR; SORAFENIB TOSYLATE,-8.0,-7.1,-7.5,-6.7,-6.2,-6.6,-5.4,-5.8,-3.6,-4.5,-7.9,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1
NICLOCIDE; NICLOSAMIDE,-8.7,-7.1,-6.0,-4.2,-5.2,-6.1,-6.9,-5.5,-4.5,-5.6,-5.0,O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1[O-]
NILANDRON; NILUTAMIDE,-6.8,-7.7,-5.4,-5.1,-4.9,-4.9,-4.6,-3.9,-3.5,-4.2,-6.6,CC1(C)NC(=O)N(c2ccc([N+](=O)[O-])c(C(F)(F)F)c2)C1=O
NIMODIPINE; NIMODIPINE,-6.6,-10.2,-6.2,-5.1,-6.2,-5.7,-7.0,-4.6,-5.0,-7.0,-5.6,C=C1N=C(C)[C@@H](C(=O)OCCOC)[C@H](c2cccc([N+](=O)[O-])c2)[C@@H]1C(=O)OC(C)C
NIPENT; PENTOSTATIN,-6.0,-6.2,-7.5,-5.4,-6.3,-5.5,-7.3,-5.4,-5.1,-6.3,-5.6,OC[C@H]1O[C@@H](n2cnc3c2N=CNC[C@H]3O)C[C@@H]1O
